"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Body_Ident_Base:1               ","Class","Body_Ident_Base","1.0.0.0","rings","The Body_Ident_Base class provides multiple attributes that can be used to identify a physical object (spacecraft, planet instrument, transmitter, system barycenter, etc.). At least one must be used. ","rings","","","","","","","","","","",""
"rings:Ring_Orbital_Elements:2          rings:number_points:1                 ","Attribute","number_points","n/a","rings","Number of fitted data points for the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Ring_Orbital_Elements:2          rings:fit_rms_semimajor:1             ","Attribute","fit_rms_semimajor","n/a","rings","The root mean square residuals for the semimajor axis of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Model:1                    ","Class","Ring_Model","1.0.0.0","rings","This class provides the parameters used to generate a ring model.","rings","","","","","","","","","","",""
"rings:Ring_Model:2                     pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Reprojection_Geometry:1         ","Class","Reprojection_Geometry","1.0.0.0","rings","This class provides the parameters describing reprojection geometry when the ring(s) is reprojected based on a fixed grid of coordinates (e.g., radius vs. longitude).","rings","","","","","","","","","","",""
"rings:Reprojection_Geometry:2          pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Reprojection_Geometry:2          pds:description:1                   ","Attribute","description","n/a","pds","The description attribute provides a statement, picture in words, or account that describes or is otherwise relevant to the object.","TBD_steward","UTF8_Text_Preserved","0","1","Unbounded","Unbounded","1","Unbounded","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Reprojection_Geometry:2          rings:epoch_reprojection_basis_utc:1  ","Attribute","epoch_reprojection_basis_utc","n/a","rings","The basis epoch for the corotating frame. Format is YYYY-MM-DDTHH:MM:SS.SSSZ and may be truncated. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Date_Time_YMD_UTC","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Reprojection_Geometry:2          rings:reprojection_plane:1            ","Attribute","reprojection_plane","n/a","rings","reprojection_plane identifies the plane onto which the reprojection is based. Possible values for the Saturn ring system are 'Equator', 'Laplace', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'Phoebe'. For the Uranus ring system values are 'Equator', 'Laplace', 'Six', 'Five', 'Four', 'Alpha', 'Beta', 'Eta', 'Gamma', 'Delta', 'Lambda','Epsilon',Nu, Mu. Required in labels of ring reprojection products. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:A","Value","A","","","The reprojection is onto the plane of the A Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:B","Value","B","","","The reprojection is onto the plane of the B Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:C","Value","C","","","The reprojection is onto the plane of the C Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:D","Value","D","","","The reprojection is onto the plane of the D Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:E","Value","E","","","The reprojection is onto the plane of the E Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:Equator","Value","Equator","","","The reprojection is onto the equatorial plane of the planet."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:F","Value","F","","","The reprojection is onto the plane of the F Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:G","Value","G","","","The reprojection is onto the plane of the G Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:Laplace","Value","Laplace","","","The reprojection is onto the Laplace plane of the planetary system."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:Phoebe","Value","Phoebe","","","The reprojection is onto the plane of the Phoebe Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:alpha","Value","alpha","","","The reprojection is onto the plane of the Alpha Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:beta","Value","beta","","","The reprojection is onto the plane of the Beta Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:delta","Value","delta","","","The reprojection is onto the plane of the Delta Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:epsilon","Value","epsilon","","","The reprojection is onto the plane of the Epsilon Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:eta","Value","eta","","","The reprojection is onto the plane of the Eta Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:five","Value","five","","","The reprojection is onto the plane of the Five Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:four","Value","four","","","The reprojection is onto the plane of the Four Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:gamma","Value","gamma","","","The reprojection is onto the plane of the Gamma Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:lambda","Value","lambda","","","The reprojection is onto the plane of the Lambda Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:mu","Value","mu","","","The reprojection is onto the plane of the Mu Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:nu","Value","nu","","","The reprojection is onto the plane of the Nu Ring."
"rings:Reprojection_Geometry:2          rings:reprojection_plane:2             Value:six","Value","six","","","The reprojection is onto the plane of the Six Ring."
"rings:Reprojection_Geometry:2          rings:corotating_flag:1               ","Attribute","corotating_flag","n/a","rings","The corotating_flag is a yes-or-no flag that indicates whether or not a corotating frame is used. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","1","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Reprojection_Geometry:2          rings:corotating_flag:2                Value:N","Value","N","","","A corotating frame was not used."
"rings:Reprojection_Geometry:2          rings:corotating_flag:2                Value:Y","Value","Y","","","A corotating frame was used."
"rings:Reprojection_Geometry:2          rings:corotation_rate:1               ","Attribute","corotation_rate","n/a","rings","The corotation rate associated with the data. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:mean_phase_angle:1              ","Attribute","mean_phase_angle","n/a","rings","The mean_phase_angle element provides the mean value during the observation for the phase angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:minimum_phase_angle:1           ","Attribute","minimum_phase_angle","n/a","rings","The minimum_phase_angle attribute provides the smallest value during the observation for the phase angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:maximum_phase_angle:1           ","Attribute","maximum_phase_angle","n/a","rings","The maximum_phase_angle element provides the largest value during the observation for the phase angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:mean_observed_ring_elevation:1  ","Attribute","mean_observed_ring_elevation","n/a","rings","mean_observed_ring_elevation specifies the mean value for observed_ring_elevation in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:minimum_observed_ring_elevation:1","Attribute","minimum_observed_ring_elevation","n/a","rings","minimum_observed_ring_elevation specifies the smallest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:maximum_observed_ring_elevation:1","Attribute","maximum_observed_ring_elevation","n/a","rings","maximum_observed_ring_elevation specifies the largest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:minimum_inertial_ring_longitude:1","Attribute","minimum_inertial_ring_longitude","n/a","rings","minimum_inertial_ring_longitude specifies one boundary for the ring longitude range in the data; normally the smallest value. However, for ranges that cross the prime meridian, the minimum ring longitude will have a value greater than the maximum ring longitude. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:maximum_inertial_ring_longitude:1","Attribute","maximum_inertial_ring_longitude","n/a","rings","maximum_inertial_ring_longitude specifies one boundary for the ring longitude range in the data; normally the largest value. However, for ranges that cross the prime meridian, the maximum ring longitude will have a value less than the minimum ring longitude. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:minimum_corotating_ring_longitude:1","Attribute","minimum_corotating_ring_longitude","n/a","rings","The minimum value in this product for ring longitude in the corotating frame. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:maximum_corotating_ring_longitude:1","Attribute","maximum_corotating_ring_longitude","n/a","rings","The maximum value in this product for ring longitude in the corotating frame. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:minimum_ring_radius:1           ","Attribute","minimum_ring_radius","n/a","rings","minimum_ring_radius indicates the smallest ring radius value in the data table. Units are always positive. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Reprojection_Geometry:2          rings:maximum_ring_radius:1           ","Attribute","maximum_ring_radius","n/a","rings","maximum_ring_radius indicates the largest ring radius value in the data table. Units are always positive. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Reprojection:1             ","Class","Ring_Reprojection","1.0.0.0","rings","This class provides the parameters used to describe ring reprojection geometry.","rings","","","","","","","","","","",""
"rings:Ring_Reprojection:2              pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Ring_Reprojection:2              pds:description:1                   ","Attribute","description","n/a","pds","The description attribute provides a statement, picture in words, or account that describes or is otherwise relevant to the object.","TBD_steward","UTF8_Text_Preserved","0","1","Unbounded","Unbounded","1","Unbounded","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Ring_Spectrum:1                 ","Class","Ring_Spectrum","1.0.0.0","rings","This class provides the parameters used to describe ring spectra or spectrograms.","rings","","","","","","","","","","",""
"rings:Ring_Spectrum:2                  pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Ring_Spectrum:2                  pds:description:1                   ","Attribute","description","n/a","pds","The description attribute provides a statement, picture in words, or account that describes or is otherwise relevant to the object.","TBD_steward","UTF8_Text_Preserved","0","1","Unbounded","Unbounded","1","Unbounded","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Ring_Spectrum:2                  rings:minimum_ring_radius:1           ","Attribute","minimum_ring_radius","n/a","rings","minimum_ring_radius indicates the smallest ring radius value in the data table. Units are always positive. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_ring_radius:1           ","Attribute","maximum_ring_radius","n/a","rings","maximum_ring_radius indicates the largest ring radius value in the data table. Units are always positive. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:radial_sampling_interval:1      ","Attribute","radial_sampling_interval","n/a","rings","radial_sampling_interval indicates the radial spacing between consecutive points in a ring profile. In practice, this may be somewhat smaller than the radial_resolution because a profile may be over-sampled. Required in labels if the value is fixed. If the value varies, the corresponding minimum and and maximum attributes must be used instead. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_radial_sampling_interval:1","Attribute","minimum_radial_sampling_interval","n/a","rings","minimum_radial_sampling_interval indicates the smallest radial spacing between consecutive points in a ring profile. In practice, this may be somewhat smaller than the radial_resolution because a profile may be over-sampled. If the value of radial_sampling_interval varies, the minimum and maximum attributes are required in labels. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_radial_sampling_interval:1","Attribute","maximum_radial_sampling_interval","n/a","rings","maximum_radial_sampling_interval indicates the largest radial spacing between consecutive points in a ring profile. In practice, this may be somewhat smaller than the radial_resolution because a profile may be over-sampled. If the value of radial_sampling_interval varies, the minimum and maximum attributes are required in labels. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:inertial_ring_longitude:1       ","Attribute","inertial_ring_longitude","n/a","rings","inertial_ring_longitude specifies the inertial longitude of a ring feature relative to the prime meridian. In planetary ring systems, the prime meridian is the ascending node of the planet's invariable plane on the Earth's mean equator of J2000. Longitudes are measured in the direction of orbital motion along the planet's invariable plane to the ring's ascending node, and thence along the ring plane. Values range from 0 to 360 in units of degrees. Note: The invariable plane of a planet is equivalent to its equatorial plane for every ringed planet except Neptune. Required to be the second field in ring occultation profiles. In labels, the min and max attributes are required. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_inertial_ring_longitude:1","Attribute","minimum_inertial_ring_longitude","n/a","rings","minimum_inertial_ring_longitude specifies one boundary for the ring longitude range in the data; normally the smallest value. However, for ranges that cross the prime meridian, the minimum ring longitude will have a value greater than the maximum ring longitude. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_inertial_ring_longitude:1","Attribute","maximum_inertial_ring_longitude","n/a","rings","maximum_inertial_ring_longitude specifies one boundary for the ring longitude range in the data; normally the largest value. However, for ranges that cross the prime meridian, the maximum ring longitude will have a value less than the minimum ring longitude. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:corotating_ring_longitude:1     ","Attribute","corotating_ring_longitude","n/a","rings","The ring longitude in the corotating frame. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_corotating_ring_longitude:1","Attribute","minimum_corotating_ring_longitude","n/a","rings","The minimum value in this product for ring longitude in the corotating frame. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_corotating_ring_longitude:1","Attribute","maximum_corotating_ring_longitude","n/a","rings","The maximum value in this product for ring longitude in the corotating frame. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:ring_longitude_observed_minus_subsolar:1","Attribute","ring_longitude_observed_minus_subsolar","n/a","rings","ring_longitude_observed_minus_subsolar provides the difference between the inertial ring longitude of the observation and inertial ring longitude of the sub-solar point. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_ring_longitude_observed_minus_subsolar:1","Attribute","minimum_ring_longitude_observed_minus_subsolar","n/a","rings","minimum_ring_longitude_observed_minus_subsolar specifies smallest separation in ring longitude between the observation and the sub-solar point. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_ring_longitude_observed_minus_subsolar:1","Attribute","maximum_ring_longitude_observed_minus_subsolar","n/a","rings","maximum_ring_longitude_observed_minus_sub-solar specifies largest separation in ring longitude between the observation and the subsolar point. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:radial_resolution:1             ","Attribute","radial_resolution","n/a","rings","radial_resolution indicates the nominal radial distance over which changes in ring properties can be detected within a data product. Note: this value may be larger than the radial_sampling_interval value, because a data product can be over-sampled. Required in labels if the value is fixed, as it is for stellar occultations. If the value varies, the corresponding minimum and maximum attributes must be used instead. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_radial_resolution:1     ","Attribute","minimum_radial_resolution","n/a","rings","minimum_radial_resolution indicates the minimum radial distance over which changes in ring properties can be detected within a data product. Note: this value may be larger than the radial_sampling_interval value, because a data product can be over-sampled. If the value of radial resolution varies, the minimum and maximum radial resolution attributes are required in labels. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_radial_resolution:1     ","Attribute","maximum_radial_resolution","n/a","rings","maximum_radial_resolution indicates the maximum radial distance over which changes in ring properties can be detected within a data product. Note: this value may be larger than the radial_sampling_interval value, because a data product can be over-sampled. If the value of radial resolution varies, the minimum and maximum radial resolution attributes are required in labels. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:ring_intercept_resolution:1     ","Attribute","ring_intercept_resolution","n/a","rings","ring_intercept_resolution is the size of edge of a pixel at the distance of the ring intercept point. If the pixel shape is not square, it is defined by the smaller of the two edges. Unlike the quantity ‘radial resolution’, these values are not projected into the ring plane. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_ring_intercept_resolution:1","Attribute","minimum_ring_intercept_resolution","n/a","rings","minimum_ring_intercept_resolution indicates the smallest value for ring_intercept_resolution in the data product. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_ring_intercept_resolution:1","Attribute","maximum_ring_intercept_resolution","n/a","rings","maximum_ring_intercept_resolution indicates the largest value for ring_intercept_resolution in the data product. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:reflectivity:1                  ","Attribute","reflectivity","n/a","rings","reflectivity indicates I/F, a dimensionless standardized measure of reflectivity that is unity for a Lambertian surface viewed at normal incidence. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_reflectivity:1          ","Attribute","minimum_reflectivity","n/a","rings","minimum_reflectivity indicates the smallest value of I/F within the data object. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_reflectivity:1          ","Attribute","maximum_reflectivity","n/a","rings","maximum_reflectivity indicates the largest value of I/F within the data object. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:mean_observed_ring_elevation:1  ","Attribute","mean_observed_ring_elevation","n/a","rings","mean_observed_ring_elevation specifies the mean value for observed_ring_elevation in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_observed_ring_elevation:1","Attribute","minimum_observed_ring_elevation","n/a","rings","minimum_observed_ring_elevation specifies the smallest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_observed_ring_elevation:1","Attribute","maximum_observed_ring_elevation","n/a","rings","maximum_observed_ring_elevation specifies the largest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:mean_phase_angle:1              ","Attribute","mean_phase_angle","n/a","rings","The mean_phase_angle element provides the mean value during the observation for the phase angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_phase_angle:1           ","Attribute","minimum_phase_angle","n/a","rings","The minimum_phase_angle attribute provides the smallest value during the observation for the phase angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_phase_angle:1           ","Attribute","maximum_phase_angle","n/a","rings","The maximum_phase_angle element provides the largest value during the observation for the phase angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:light_source_incidence_angle:1  ","Attribute","light_source_incidence_angle","n/a","rings","light_source_incidence_angle is an angle measured from the local surface normal vector to the direction of a photon arriving from the light source. For rings, the normal vector is that on the same side of the rings as the light source, so values always range between 0 and 90 in units of degrees. For ring occultations, this value is always equal to 90 - | observed_ring_elevation | This will enable users to perform database searches based on the effective ring opening angle when they are not concerned about the distinction between northside and southside viewpoints. We have included the 'light source' prefix to the term so that this quantity is not confused with 'incidence angle', a term that is generally associated with sunlight rather than stars or radio transmitters. Required in the label if the value is constant for the observation. If the angle varies for the observation, the min and max attributes are required in the label. Optional as a field in the data table. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_light_source_incidence_angle:1","Attribute","minimum_light_source_incidence_angle","n/a","rings","minimum_light_source_incidence_angle specifies the smallest value for light_source_incidence_angle in the observation. Only used if the value is not constant over the observation. Values range from 0 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","0","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:maximum_light_source_incidence_angle:1","Attribute","maximum_light_source_incidence_angle","n/a","rings","maximum_light_source_incidence_angle specifies the largest value for light_source_incidence_angle in the observation. Only used if the value is not constant over the observation. Values range from 0 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","0","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:incidence_angle:1               ","Attribute","incidence_angle","n/a","rings","The incidence_angle element provides a measure of the lighting condition at the intercept point. Incidence angle is the angle between the surface normal vector at the intercept point and a vector from the intercept point to the sun. The incidence_angle varies from 0 degrees when the intercept point coincides with the subsolar point to 90 degrees when the intercept is tangent to the surface of the target body, values in the range of 90 to 180 degrees are possible for ring data. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Spectrum:2                  rings:minimum_incidence_angle:1       ","Attribute","minimum_incidence_angle","n/a","rings","The minimum_incidence_angle attribute provides the smallest value during the observation for the incidence angle at the target. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
