"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Rings_Supplement:1              ","Class","Rings_Supplement","1.0.0.0","rings","This class is required for all Rings Node curated data products","rings","","","","","","","","","","",""
"rings:Ring_Orbital_Elements:2          rings:eccentricity_uncert:1           ","Attribute","eccentricity_uncert","n/a","rings","The uncertainty in the value for the eccentricity of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:periapse_longitude:1            ","Attribute","periapse_longitude","n/a","rings","The longitude of periapse for the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:periapse_longitude_uncert:1     ","Attribute","periapse_longitude_uncert","n/a","rings","The uncertainty in the value for the longitude of periapse for the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:periapse_precession_rate:1      ","Attribute","periapse_precession_rate","n/a","rings","The precession rate of the periapse of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:periapse_precession_rate_uncert:1","Attribute","periapse_precession_rate_uncert","n/a","rings","The uncertainty in the value for the periapse precession rate of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:periapse_precession_rate_method:1","Attribute","periapse_precession_rate_method","n/a","rings","A flag indicating the constraints used to determine the periapse precession rate of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Ring_Orbital_Elements:2          rings:periapse_precession_rate_method:2 Value:0","Value","0","","","Fitted value. "
"rings:Ring_Orbital_Elements:2          rings:periapse_precession_rate_method:2 Value:1","Value","1","","","computed from J2 and J4. "
"rings:Ring_Orbital_Elements:2          rings:periapse_precession_rate_method:2 Value:2","Value","2","","","computed from J2 and J4, and five major Uranian satellites. "
"rings:Ring_Orbital_Elements:2          rings:inclination:1                   ","Attribute","inclination","n/a","rings","The inclination of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:inclination_uncert:1            ","Attribute","inclination_uncert","n/a","rings","The uncertainty in the value for the inclination of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:node_longitude:1                ","Attribute","node_longitude","n/a","rings","The longitude of the ascending node of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:node_longitude_uncert:1         ","Attribute","node_longitude_uncert","n/a","rings","The uncertainty in the value for the longitude of the ascending node of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:nodal_regression_rate:1         ","Attribute","nodal_regression_rate","n/a","rings","The regression rate of the node of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:nodal_regression_rate_uncert:1  ","Attribute","nodal_regression_rate_uncert","n/a","rings","The uncertainty in the value for the periapse precession rate of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:nodal_regression_rate_method:1  ","Attribute","nodal_regression_rate_method","n/a","rings","A flag indicating the constraints used to determine the node regression rate of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Ring_Orbital_Elements:2          rings:nodal_regression_rate_method:2   Value:0","Value","0","","","Fitted value. "
"rings:Ring_Orbital_Elements:2          rings:nodal_regression_rate_method:2   Value:1","Value","1","","","computed from J2 and J4. "
"rings:Ring_Orbital_Elements:2          rings:nodal_regression_rate_method:2   Value:2","Value","2","","","computed from J2 and J4, and five major Uranian satellites. "
"rings:Ring_Orbital_Elements:2          rings:number_points:1                 ","Attribute","number_points","n/a","rings","Number of fitted data points for the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Ring_Orbital_Elements:2          rings:fit_rms_semimajor:1             ","Attribute","fit_rms_semimajor","n/a","rings","The RMS residuals for the semimajor axis of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Model:1                    ","Class","Ring_Model","1.0.0.0","rings","This class provides the parameters used to generate a ring model.","rings","","","","","","","","","","",""
"rings:Ring_Moon_Systems:1             ","Class","Ring_Moon_Systems","1.0.0.0","rings","This is an umbrella class for all of the classes and attributes in this dictionary.","rings","","","","","","","","","","",""
